5.691612095823463058e+00 3.428769264638660275e+00 1.123292634129554289e-02 7.744189999999999754e-03 3.083429322000000000e+09
5.971683059029799345e+00 2.057251226558578505e+00 1.871526216268212415e-03 2.524890000000000120e-03 1.736281551000000000e+09
1.540712694276271044e+01 1.970678613714181626e+00 4.164850729786975965e-04 1.113620000000000061e-03 5.051086419000000000e+09
4.661114201941878754e+00 2.177024226848107702e+00 3.776104441109947793e-03 4.730009999999999770e-03 8.668922760000000000e+08
1.058717638038543640e+01 1.880277162059069695e+00 1.926463405431577854e-03 3.169379999999999854e-03 1.881661395000000000e+09
7.388307495488750654e+00 2.860340248068937719e+00 8.822150792225202931e-03 6.389240000000000023e-03 3.892244554000000000e+09
6.765266670632122725e+00 1.919441580829176708e+00 3.067239419082951751e-03 4.099529999999999667e-03 5.512584028000000000e+09
7.423540647705919149e+00 1.865042961544826960e+00 3.070305582303320749e-03 4.089790000000000265e-03 7.801876836000000000e+09
3.896810444272665208e+00 2.389653392769421014e+00 3.980131252919054223e-03 4.391619999999999725e-03 4.769669776000000000e+09
4.711018636931793679e+00 3.216341779425413883e+00 7.572501164455240803e-03 5.554230000000000278e-03 6.958240819000000000e+09
5.296814080054330631e+00 2.431094959510653908e+00 6.488561939075622280e-03 7.533299999999999719e-03 9.201694980000000000e+09
5.046660004657030463e+00 1.862294684202327799e+00 1.296980891735713577e-03 2.399810000000000051e-03 5.571742617000000000e+09
5.326569230097465635e+00 2.900259459365466252e+00 7.311893313681424450e-03 6.775930000000000321e-03 5.744262205000000000e+09
4.482083628759484739e+00 3.852858527624360985e+00 1.270506653989475487e-02 8.974499999999999839e-03 2.076855900000000000e+07
5.567441457553012896e+00 2.566156786176617910e+00 1.285258393594965534e-02 9.681169999999999359e-03 8.743094060000000000e+09
7.062776744403259421e+00 2.037265713407453216e+00 4.563683917902355489e-03 5.416889999999999726e-03 7.624038160000000000e+08
6.560760798343074462e+00 2.812753906281776572e+00 4.067950852163762163e-03 3.713339999999999870e-03 9.997457558000000000e+09
7.705075253093416343e+00 2.876257876311239858e+00 6.162187083652879288e-03 5.651620000000000428e-03 5.928894656000000000e+09
5.341272499085140346e+00 2.204233699881888775e+00 2.216078862802635125e-03 3.054809999999999817e-03 3.640044629000000000e+09
4.072503018404329822e+00 2.093724306978996808e+00 3.092063783852991125e-03 4.017370000000000142e-03 4.559372365000000000e+09
6.502327069994217723e+00 2.238912755875271721e+00 2.689542238270293314e-03 4.205773333333332614e-03 9.518929181000000000e+09
7.504698150972983761e+00 4.954197608038516165e+00 7.974065400438202361e-03 4.837329999999999929e-03 1.675900858000000000e+09
1.071720386636684808e+01 2.986449311362208370e+00 6.434266978740618183e-03 5.172559999999999658e-03 8.205868835000000000e+09
6.713325191354270416e+00 1.805069214796551025e+00 1.487687080175135318e-03 3.015209999999999939e-03 8.048127447000000000e+09
4.917511478344226639e+00 2.953622630508091707e+00 2.539410067655793052e-03 2.873790000000000198e-03 1.452444596000000000e+09
6.265785579834107999e+00 1.777779518720526086e+00 8.278606799879040159e-04 2.096170000000000064e-03 8.886962915000000000e+09
3.982346793077845337e+00 2.084187787666679892e+00 2.452163401507389661e-03 3.796649999999999938e-03 9.190091978000000000e+09
5.071137257367688278e+00 2.275495531465898669e+00 4.355714059791918925e-03 5.095269999999999834e-03 9.176213245000000000e+09
4.557659009939873940e+00 3.790317361086928738e+00 1.760932766394878585e-02 1.053399999999999996e-02 8.505776545000000000e+09
4.013953252497889146e+00 2.217476736374813129e+00 5.533614713568288726e-03 6.642089999999999800e-03 9.834066933000000000e+09
